state,year,tavg
Kentucky,1970,74.4
Kentucky,1970,74.7
Kentucky,1970,72.6
Kentucky,1970,57.9
Kentucky,1970,44.6
Kentucky,1970,39.5
Kentucky,1971,30.9
Kentucky,1971,34.9
Kentucky,1971,41.1
Kentucky,1971,54.0
Kentucky,1971,60.1
Kentucky,1971,74.5
Kentucky,1971,73.4
Kentucky,1971,72.3
Kentucky,1971,70.5
Kentucky,1971,63.0
Kentucky,1971,45.7
Kentucky,1971,44.8
Kentucky,1972,35.6
Kentucky,1972,34.8
Kentucky,1972,44.1
Kentucky,1972,55.3
Kentucky,1972,63.9
Kentucky,1972,68.4
Kentucky,1972,74.4
Kentucky,1972,73.8
Kentucky,1972,70.7
Kentucky,1972,54.1
Kentucky,1972,43.2
Kentucky,1972,38.6
Kentucky,1973,33.4
Kentucky,1973,35.3
Kentucky,1973,52.8
Kentucky,1973,53.3
Kentucky,1973,60.1
Kentucky,1973,73.4
Kentucky,1973,75.8
Kentucky,1973,74.3
Kentucky,1973,71.2
Kentucky,1973,60.6
Kentucky,1973,48.3
Kentucky,1973,36.6
Kentucky,1974,40.2
Kentucky,1974,38.2
Kentucky,1974,49.8
Kentucky,1974,56.2
Kentucky,1974,64.6
Kentucky,1974,67.8
Kentucky,1974,74.8
Kentucky,1974,73.2
Kentucky,1974,63.3
Kentucky,1974,54.0
Kentucky,1974,46.2
Kentucky,1974,37.1
Kentucky,1975,37.7
Kentucky,1975,39.0
Kentucky,1975,41.8
Kentucky,1975,52.3
Kentucky,1975,66.9
Kentucky,1975,72.3
Kentucky,1975,74.9
Kentucky,1975,76.6
Kentucky,1975,64.2
Kentucky,1975,57.8
Kentucky,1975,48.5
Kentucky,1975,37.3
Kentucky,1976,30.0
Kentucky,1976,44.0
Kentucky,1976,51.0
Kentucky,1976,55.2
Kentucky,1976,60.0
Kentucky,1976,70.8
Kentucky,1976,73.4
Kentucky,1976,71.2
Kentucky,1976,64.6
Kentucky,1976,50.4
Kentucky,1976,37.5
Kentucky,1976,31.8
Kentucky,1977,17.7
Kentucky,1977,33.9
Kentucky,1977,49.9
Kentucky,1977,58.8
Kentucky,1977,67.8
Kentucky,1977,71.5
Kentucky,1977,77.7
Kentucky,1977,74.8
Kentucky,1977,70.5
Kentucky,1977,53.2
Kentucky,1977,47.9
Kentucky,1977,33.8
Kentucky,1978,22.5
Kentucky,1978,23.2
Kentucky,1978,41.1
Kentucky,1978,56.8
Kentucky,1978,62.1
Kentucky,1978,72.6
Kentucky,1978,76.1
Kentucky,1978,74.8
Kentucky,1978,71.1
Kentucky,1978,53.9
Kentucky,1978,48.8
Kentucky,1978,37.4
Kentucky,1979,24.9
Kentucky,1979,28.0
Kentucky,1979,47.4
Kentucky,1979,54.3
Kentucky,1979,62.3
Kentucky,1979,70.8
Kentucky,1979,73.6
Kentucky,1979,73.9
Kentucky,1979,66.7
Kentucky,1979,55.6
Kentucky,1979,45.7
Kentucky,1979,37.9
Kentucky,1980,34.4
Kentucky,1980,29.4
Kentucky,1980,41.2
Kentucky,1980,53.1
Kentucky,1980,63.9
Kentucky,1980,71.0
Kentucky,1980,78.7
Kentucky,1980,78.5
Kentucky,1980,71.1
Kentucky,1980,53.8
Kentucky,1980,43.7
Kentucky,1980,36.8
Kentucky,1981,28.4
Kentucky,1981,36.7
Kentucky,1981,42.6
Kentucky,1981,60.3
Kentucky,1981,60.4
Kentucky,1981,73.8
Kentucky,1981,76.4
Kentucky,1981,73.3
Kentucky,1981,65.6
Kentucky,1981,55.0
Kentucky,1981,46.4
Kentucky,1981,33.2
Kentucky,1982,28.7
Kentucky,1982,35.6
Kentucky,1982,47.8
Kentucky,1982,51.0
Kentucky,1982,68.4
Kentucky,1982,68.9
Kentucky,1982,76.4
Kentucky,1982,72.2
Kentucky,1982,65.7
Kentucky,1982,57.4
Kentucky,1982,47.8
Kentucky,1982,43.9
Kentucky,1983,33.7
Kentucky,1983,37.7
Kentucky,1983,46.0
Kentucky,1983,50.3
Kentucky,1983,61.0
Kentucky,1983,71.3
Kentucky,1983,78.1
Kentucky,1983,79.3
Kentucky,1983,69.0
Kentucky,1983,58.4
Kentucky,1983,46.7
Kentucky,1983,29.1
Kentucky,1984,28.3
Kentucky,1984,40.8
Kentucky,1984,41.1
Kentucky,1984,53.6
Kentucky,1984,60.9
Kentucky,1984,74.8
Kentucky,1984,73.4
Kentucky,1984,74.5
Kentucky,1984,66.0
Kentucky,1984,62.6
Kentucky,1984,43.0
Kentucky,1984,44.9
Kentucky,1985,25.0
Kentucky,1985,31.9
Kentucky,1985,48.7
Kentucky,1985,58.9
Kentucky,1985,65.2
Kentucky,1985,70.9
Kentucky,1985,75.4
Kentucky,1985,73.1
Kentucky,1985,67.3
Kentucky,1985,60.6
Kentucky,1985,53.0
Kentucky,1985,30.4
Kentucky,1986,33.0
Kentucky,1986,39.9
Kentucky,1986,46.8
Kentucky,1986,57.7
Kentucky,1986,65.9
Kentucky,1986,73.8
Kentucky,1986,78.8
Kentucky,1986,72.5
Kentucky,1986,70.8
Kentucky,1986,58.2
Kentucky,1986,45.8
Kentucky,1986,36.2
Kentucky,1987,32.5
Kentucky,1987,38.7
Kentucky,1987,47.8
Kentucky,1987,53.4
Kentucky,1987,69.5
Kentucky,1987,74.3
Kentucky,1987,76.8
Kentucky,1987,76.7
Kentucky,1987,68.5
Kentucky,1987,51.0
Kentucky,1987,49.3
Kentucky,1987,39.2
Kentucky,1988,30.2
Kentucky,1988,34.8
Kentucky,1988,45.4
Kentucky,1988,54.8
Kentucky,1988,63.6
Kentucky,1988,72.4
Kentucky,1988,77.4
Kentucky,1988,77.6
Kentucky,1988,67.7
Kentucky,1988,50.0
Kentucky,1988,46.7
Kentucky,1988,37.0
Kentucky,1989,40.3
Kentucky,1989,33.8
Kentucky,1989,47.9
Kentucky,1989,54.5
Kentucky,1989,60.6
Kentucky,1989,71.4
Kentucky,1989,75.5
Kentucky,1989,73.9
Kentucky,1989,66.9
Kentucky,1989,56.7
Kentucky,1989,45.7
Kentucky,1989,24.9
Kentucky,1990,41.6
Kentucky,1990,44.6
Kentucky,1990,49.4
Kentucky,1990,53.9
Kentucky,1990,62.0
Kentucky,1990,72.2
Kentucky,1990,75.4
Kentucky,1990,73.7
Kentucky,1990,69.0
Kentucky,1990,56.0
Kentucky,1990,49.8
Kentucky,1990,40.2
Kentucky,1991,34.3
Kentucky,1991,39.5
Kentucky,1991,48.3
Kentucky,1991,58.8
Kentucky,1991,70.0
Kentucky,1991,74.0
Kentucky,1991,77.4
Kentucky,1991,75.0
Kentucky,1991,68.7
Kentucky,1991,58.4
Kentucky,1991,43.8
Kentucky,1991,40.3
Kentucky,1992,35.6
Kentucky,1992,42.2
Kentucky,1992,45.7
Kentucky,1992,55.6
Kentucky,1992,61.9
Kentucky,1992,68.8
Kentucky,1992,75.9
Kentucky,1992,70.7
Kentucky,1992,67.0
Kentucky,1992,55.0
Kentucky,1992,46.1
Kentucky,1992,36.5
Kentucky,1993,37.7
Kentucky,1993,34.3
Kentucky,1993,42.2
Kentucky,1993,53.1
Kentucky,1993,64.3
Kentucky,1993,71.8
Kentucky,1993,79.3
Kentucky,1993,76.0
Kentucky,1993,66.5
Kentucky,1993,54.5
Kentucky,1993,44.4
Kentucky,1993,35.9
Kentucky,1994,27.0
Kentucky,1994,37.8
Kentucky,1994,44.8
Kentucky,1994,58.0
Kentucky,1994,60.0
Kentucky,1994,74.6
Kentucky,1994,75.6
Kentucky,1994,72.7
Kentucky,1994,65.4
Kentucky,1994,57.0
Kentucky,1994,50.7
Kentucky,1994,41.1
Kentucky,1995,35.0
Kentucky,1995,35.0
Kentucky,1995,48.4
Kentucky,1995,56.1
Kentucky,1995,63.6
Kentucky,1995,72.0
Kentucky,1995,76.8
Kentucky,1995,79.3
Kentucky,1995,66.5
Kentucky,1995,57.2
Kentucky,1995,40.6
Kentucky,1995,33.9
Kentucky,1996,32.4
Kentucky,1996,36.4
Kentucky,1996,40.0
Kentucky,1996,52.5
Kentucky,1996,66.5
Kentucky,1996,72.4
Kentucky,1996,73.8
Kentucky,1996,74.3
Kentucky,1996,66.2
Kentucky,1996,57.0
Kentucky,1996,41.0
Kentucky,1996,40.3
Kentucky,1997,32.5
Kentucky,1997,41.9
Kentucky,1997,48.5
Kentucky,1997,50.2
Kentucky,1997,59.0
Kentucky,1997,70.1
Kentucky,1997,76.3
Kentucky,1997,73.0
Kentucky,1997,67.2
Kentucky,1997,56.2
Kentucky,1997,42.2
Kentucky,1997,36.6
Kentucky,1998,40.8
Kentucky,1998,42.4
Kentucky,1998,46.5
Kentucky,1998,54.5
Kentucky,1998,67.9
Kentucky,1998,73.5
Kentucky,1998,76.0
Kentucky,1998,75.4
Kentucky,1998,73.0
Kentucky,1998,59.2
Kentucky,1998,48.3
Kentucky,1998,40.7
Kentucky,1999,37.5
Kentucky,1999,41.4
Kentucky,1999,41.7
Kentucky,1999,58.4
Kentucky,1999,64.9
Kentucky,1999,73.5
Kentucky,1999,79.5
Kentucky,1999,75.3
Kentucky,1999,68.1
Kentucky,1999,56.8
Kentucky,1999,51.3
Kentucky,1999,38.7
Kentucky,2000,33.8
Kentucky,2000,43.1
Kentucky,2000,50.1
Kentucky,2000,53.9
Kentucky,2000,67.0
Kentucky,2000,73.1
Kentucky,2000,74.5
Kentucky,2000,74.8
Kentucky,2000,67.2
Kentucky,2000,59.6
Kentucky,2000,44.2
Kentucky,2000,26.7
Kentucky,2001,31.8
Kentucky,2001,41.3
Kentucky,2001,41.4
Kentucky,2001,59.9
Kentucky,2001,66.2
Kentucky,2001,71.0
Kentucky,2001,75.7
Kentucky,2001,76.4
Kentucky,2001,66.3
Kentucky,2001,56.1
Kentucky,2001,51.2
Kentucky,2001,41.8
Kentucky,2002,37.9
Kentucky,2002,38.8
Kentucky,2002,45.6
Kentucky,2002,58.6
Kentucky,2002,62.1
Kentucky,2002,74.3
Kentucky,2002,78.3
Kentucky,2002,77.2
Kentucky,2002,71.7
Kentucky,2002,57.4
Kentucky,2002,43.6
Kentucky,2002,36.5
Kentucky,2003,28.4
Kentucky,2003,33.6
Kentucky,2003,48.8
Kentucky,2003,57.7
Kentucky,2003,64.2
Kentucky,2003,68.7
Kentucky,2003,75.2
Kentucky,2003,75.9
Kentucky,2003,66.2
Kentucky,2003,56.7
Kentucky,2003,50.5
Kentucky,2003,37.0
Kentucky,2004,32.5
Kentucky,2004,36.9
Kentucky,2004,49.3
Kentucky,2004,55.8
Kentucky,2004,69.2
Kentucky,2004,72.1
Kentucky,2004,74.3
Kentucky,2004,71.2
Kentucky,2004,68.7
Kentucky,2004,60.0
Kentucky,2004,50.5
Kentucky,2004,36.4
Kentucky,2005,39.0
Kentucky,2005,40.9
Kentucky,2005,42.6
Kentucky,2005,57.0
Kentucky,2005,61.7
Kentucky,2005,73.9
Kentucky,2005,77.4
Kentucky,2005,78.0
Kentucky,2005,71.5
Kentucky,2005,57.9
Kentucky,2005,48.2
Kentucky,2005,33.3
Kentucky,2006,43.1
Kentucky,2006,36.2
Kentucky,2006,46.1
Kentucky,2006,60.3
Kentucky,2006,62.6
Kentucky,2006,71.4
Kentucky,2006,76.7
Kentucky,2006,77.4
Kentucky,2006,64.8
Kentucky,2006,54.2
Kentucky,2006,47.3
Kentucky,2006,41.6
Kentucky,2007,38.0
Kentucky,2007,29.8
Kentucky,2007,53.3
Kentucky,2007,53.5
Kentucky,2007,67.8
Kentucky,2007,73.7
Kentucky,2007,74.6
Kentucky,2007,80.9
Kentucky,2007,71.9
Kentucky,2007,62.4
Kentucky,2007,46.0
Kentucky,2007,40.7
Kentucky,2008,33.3
Kentucky,2008,37.5
Kentucky,2008,45.2
Kentucky,2008,55.4
Kentucky,2008,61.8
Kentucky,2008,74.3
Kentucky,2008,75.2
Kentucky,2008,73.9
Kentucky,2008,71.0
Kentucky,2008,56.7
Kentucky,2008,43.2
Kentucky,2008,36.7
Kentucky,2009,30.2
Kentucky,2009,38.9
Kentucky,2009,48.1
Kentucky,2009,55.8
Kentucky,2009,64.8
Kentucky,2009,73.9
Kentucky,2009,71.8
Kentucky,2009,73.6
Kentucky,2009,69.0
Kentucky,2009,53.8
Kentucky,2009,49.2
Kentucky,2009,35.6
Kentucky,2010,29.8
Kentucky,2010,30.6
Kentucky,2010,46.5
Kentucky,2010,59.9
Kentucky,2010,67.3
Kentucky,2010,77.0
Kentucky,2010,78.4
Kentucky,2010,78.3
Kentucky,2010,70.0
Kentucky,2010,58.2
Kentucky,2010,47.1
Kentucky,2010,29.0
Kentucky,2011,30.2
Kentucky,2011,39.1
Kentucky,2011,47.9
Kentucky,2011,58.8
Kentucky,2011,64.2
Kentucky,2011,74.2
Kentucky,2011,79.5
Kentucky,2011,75.8
Kentucky,2011,66.9
Kentucky,2011,55.6
Kentucky,2011,49.9
Kentucky,2011,41.0
Kentucky,2012,38.7
Kentucky,2012,41.2
Kentucky,2012,58.0
Kentucky,2012,57.3
Kentucky,2012,69.4
Kentucky,2012,72.5
Kentucky,2012,80.5
Kentucky,2012,74.6
Kentucky,2012,67.3
Kentucky,2012,55.2
Kentucky,2012,43.2
Kentucky,2012,43.0
Kentucky,2013,36.7
Kentucky,2013,36.8
Kentucky,2013,39.4
Kentucky,2013,55.2
Kentucky,2013,64.9
Kentucky,2013,72.9
Kentucky,2013,74.0
Kentucky,2013,73.7
Kentucky,2013,69.1
Kentucky,2013,57.6
Kentucky,2013,42.8
Kentucky,2013,37.4
Kentucky,2014,26.8
Kentucky,2014,33.2
Kentucky,2014,41.5
Kentucky,2014,57.4
Kentucky,2014,66.1
Kentucky,2014,74.1
Kentucky,2014,72.6
Kentucky,2014,75.1
Kentucky,2014,68.2
Kentucky,2014,57.6
Kentucky,2014,39.8
Kentucky,2014,39.7
Kentucky,2015,32.2
Kentucky,2015,26.3
Kentucky,2015,44.5
Kentucky,2015,57.4
Kentucky,2015,67.3
Kentucky,2015,74.2
Kentucky,2015,76.5
Kentucky,2015,72.8
Kentucky,2015,70.2
Kentucky,2015,57.8
Kentucky,2015,50.9
Kentucky,2015,48.7
Kentucky,2016,31.6
Kentucky,2016,38.9
Kentucky,2016,51.8
Kentucky,2016,57.3
Kentucky,2016,62.9
Kentucky,2016,74.9
Kentucky,2016,77.9
Kentucky,2016,78.0
Kentucky,2016,72.2
Kentucky,2016,62.7
Kentucky,2016,49.9
Kentucky,2016,37.0
Kentucky,2017,40.9
Kentucky,2017,46.1
Kentucky,2017,47.9
Kentucky,2017,61.4
Kentucky,2017,64.9
Kentucky,2017,71.7
Kentucky,2017,76.9
Kentucky,2017,73.0
Kentucky,2017,68.2
Kentucky,2017,59.3
Kentucky,2017,47.0
Kentucky,2017,35.8
Kentucky,2018,30.0
Kentucky,2018,44.4
Kentucky,2018,44.0
Kentucky,2018,50.4
Louisiana,1950,61.1
Louisiana,1950,57.4
Louisiana,1950,56.7
Louisiana,1950,63.4
Louisiana,1950,75.4
Louisiana,1950,79.2
Louisiana,1950,80.1
Louisiana,1950,80.5
Louisiana,1950,76.1
Louisiana,1950,69.3
Louisiana,1950,54.8
Louisiana,1950,48.1
Louisiana,1951,50.7
Louisiana,1951,53.0
Louisiana,1951,59.7
Louisiana,1951,63.6
Louisiana,1951,73.5
Louisiana,1951,80.5
Louisiana,1951,82.5
Louisiana,1951,84.8
Louisiana,1951,77.6
Louisiana,1951,69.1
Louisiana,1951,53.8
Louisiana,1951,54.9
Louisiana,1952,58.3
Louisiana,1952,55.8
Louisiana,1952,57.2
Louisiana,1952,63.1
Louisiana,1952,73.1
Louisiana,1952,81.9
Louisiana,1952,82.3
Louisiana,1952,82.7
Louisiana,1952,75.6
Louisiana,1952,60.5
Louisiana,1952,55.2
Louisiana,1952,50.1
Louisiana,1953,53.2
Louisiana,1953,52.4
Louisiana,1953,64.2
Louisiana,1953,65.4
Louisiana,1953,75.5
Louisiana,1953,83.3
Louisiana,1953,81.3
Louisiana,1953,80.9
Louisiana,1953,77.0
Louisiana,1953,68.6
Louisiana,1953,55.6
Louisiana,1953,48.4
Louisiana,1954,52.0
Louisiana,1954,57.2
Louisiana,1954,57.6
Louisiana,1954,70.2
Louisiana,1954,69.4
Louisiana,1954,80.8
Louisiana,1954,83.6
Louisiana,1954,83.6
Louisiana,1954,79.0
Louisiana,1954,69.2
Louisiana,1954,55.6
Louisiana,1954,51.6
Louisiana,1955,49.4
Louisiana,1955,52.8
Louisiana,1955,62.4
Louisiana,1955,69.3
Louisiana,1955,75.7
Louisiana,1955,76.8
Louisiana,1955,81.0
Louisiana,1955,80.7
Louisiana,1955,79.0
Louisiana,1955,66.6
Louisiana,1955,56.6
Louisiana,1955,51.9
Louisiana,1956,48.1
Louisiana,1956,56.6
Louisiana,1956,58.5
Louisiana,1956,65.1
Louisiana,1956,75.7
Louisiana,1956,78.2
Louisiana,1956,82.3
Louisiana,1956,81.5
Louisiana,1956,76.0
Louisiana,1956,69.1
Louisiana,1956,56.3
Louisiana,1956,56.9
Louisiana,1957,53.0
Louisiana,1957,59.6
Louisiana,1957,57.5
Louisiana,1957,67.4
Louisiana,1957,74.7
Louisiana,1957,79.6
Louisiana,1957,82.6
Louisiana,1957,81.2
Louisiana,1957,74.8
Louisiana,1957,63.7
Louisiana,1957,58.0
Louisiana,1957,52.7
Louisiana,1958,45.3
Louisiana,1958,45.2
Louisiana,1958,54.5
Louisiana,1958,66.1
Louisiana,1958,74.0
Louisiana,1958,80.5
Louisiana,1958,82.1
Louisiana,1958,80.7
Louisiana,1958,78.1
Louisiana,1958,66.4
Louisiana,1958,58.8
Louisiana,1958,47.6
Louisiana,1959,46.4
Louisiana,1959,53.1
Louisiana,1959,56.5
Louisiana,1959,64.6
Louisiana,1959,75.5
Louisiana,1959,79.1
Louisiana,1959,81.0
Louisiana,1959,81.3
Louisiana,1959,77.7
Louisiana,1959,69.4
Louisiana,1959,53.8
Louisiana,1959,51.2
Louisiana,1960,47.6
Louisiana,1960,46.4
Louisiana,1960,51.8
Louisiana,1960,67.3
Louisiana,1960,71.5
Louisiana,1960,80.5
Louisiana,1960,83.5
Louisiana,1960,80.6
Louisiana,1960,77.1
Louisiana,1960,69.1
Louisiana,1960,58.8
Louisiana,1960,47.4
Louisiana,1961,43.6
Louisiana,1961,54.6
Louisiana,1961,62.1
Louisiana,1961,63.0
Louisiana,1961,72.2
Louisiana,1961,76.6
Louisiana,1961,79.7
Louisiana,1961,79.1
Louisiana,1961,76.4
Louisiana,1961,65.8
Louisiana,1961,56.7
Louisiana,1961,51.0
Louisiana,1962,45.3
Louisiana,1962,59.9
Louisiana,1962,54.5
Louisiana,1962,64.4
Louisiana,1962,75.2
Louisiana,1962,79.0
Louisiana,1962,83.6
Louisiana,1962,83.6
Louisiana,1962,78.0
Louisiana,1962,70.4
Louisiana,1962,55.0
Louisiana,1962,49.0
Louisiana,1963,43.2
Louisiana,1963,46.9
Louisiana,1963,62.1
Louisiana,1963,70.3
Louisiana,1963,75.0
Louisiana,1963,80.5
Louisiana,1963,81.8
Louisiana,1963,82.1
Louisiana,1963,77.1
Louisiana,1963,70.7
Louisiana,1963,58.4
Louisiana,1963,42.3
Louisiana,1964,46.8
Louisiana,1964,47.2
Louisiana,1964,57.9
Louisiana,1964,68.8
Louisiana,1964,74.8
Louisiana,1964,79.8
Louisiana,1964,81.6
Louisiana,1964,82.3
Louisiana,1964,77.0
Louisiana,1964,63.8
Louisiana,1964,61.0
Louisiana,1964,51.8
Louisiana,1965,52.1
Louisiana,1965,50.4
Louisiana,1965,54.0
Louisiana,1965,70.4
Louisiana,1965,74.6
Louisiana,1965,79.0
Louisiana,1965,82.2
Louisiana,1965,80.4
Louisiana,1965,77.6
Louisiana,1965,65.6
Louisiana,1965,63.5
Louisiana,1965,52.2
Louisiana,1966,44.1
Louisiana,1966,49.1
Louisiana,1966,57.3
Louisiana,1966,67.0
Louisiana,1966,73.6
Louisiana,1966,77.8
Louisiana,1966,83.1
Louisiana,1966,79.6
Louisiana,1966,75.9
Louisiana,1966,64.4
Louisiana,1966,60.2
Louisiana,1966,50.0
Louisiana,1967,48.6
Louisiana,1967,48.8
Louisiana,1967,62.4
Louisiana,1967,71.5
Louisiana,1967,71.8
Louisiana,1967,79.7
Louisiana,1967,79.4
Louisiana,1967,78.9
Louisiana,1967,73.2
Louisiana,1967,65.1
Louisiana,1967,57.1
Louisiana,1967,52.6
Louisiana,1968,47.0
Louisiana,1968,44.6
Louisiana,1968,55.2
Louisiana,1968,67.6
Louisiana,1968,72.8
Louisiana,1968,79.4
Louisiana,1968,80.3
Louisiana,1968,80.5
Louisiana,1968,74.0
Louisiana,1968,67.7
Louisiana,1968,54.7
Louisiana,1968,48.6
Louisiana,1969,50.4
Louisiana,1969,50.9
Louisiana,1969,51.7
Louisiana,1969,66.6
Louisiana,1969,72.8
Louisiana,1969,79.9
Louisiana,1969,83.6
Louisiana,1969,80.9
Louisiana,1969,76.0
Louisiana,1969,68.2
Louisiana,1969,55.8
Louisiana,1969,50.7
Louisiana,1970,43.6
Louisiana,1970,49.6
Louisiana,1970,56.1
Louisiana,1970,68.8
Louisiana,1970,72.6
Louisiana,1970,78.5
Louisiana,1970,80.5
Louisiana,1970,81.6
Louisiana,1970,79.0
Louisiana,1970,65.0
Louisiana,1970,53.4
Louisiana,1970,55.4
Louisiana,1971,50.9
Louisiana,1971,51.5
Louisiana,1971,55.8
Louisiana,1971,64.9
Louisiana,1971,70.9
Louisiana,1971,80.2
Louisiana,1971,81.2
Louisiana,1971,79.6
Louisiana,1971,77.2
Louisiana,1971,70.5
Louisiana,1971,56.8
Louisiana,1971,58.3
Louisiana,1972,53.2
Louisiana,1972,52.6
Louisiana,1972,60.2
Louisiana,1972,67.5
Louisiana,1972,72.7
Louisiana,1972,79.9
Louisiana,1972,79.8
Louisiana,1972,81.1
Louisiana,1972,80.2
Louisiana,1972,67.4
Louisiana,1972,53.2
Louisiana,1972,50.0
Louisiana,1973,45.8
Louisiana,1973,49.1
Louisiana,1973,62.2
Louisiana,1973,63.1
Louisiana,1973,71.9
Louisiana,1973,79.3
Louisiana,1973,82.3
Louisiana,1973,79.4
Louisiana,1973,77.7
Louisiana,1973,70.8
Louisiana,1973,63.5
Louisiana,1973,49.8
Louisiana,1974,54.6
Louisiana,1974,52.9
Louisiana,1974,64.1
Louisiana,1974,65.9
Louisiana,1974,75.3
Louisiana,1974,77.2
Louisiana,1974,81.1
Louisiana,1974,80.1
Louisiana,1974,73.4
Louisiana,1974,65.5
Louisiana,1974,57.3
Louisiana,1974,50.8
Louisiana,1975,53.5
Louisiana,1975,53.9
Louisiana,1975,58.0
Louisiana,1975,64.8
Louisiana,1975,74.4
Louisiana,1975,78.9
Louisiana,1975,80.8
Louisiana,1975,80.6
Louisiana,1975,73.4
Louisiana,1975,67.3
Louisiana,1975,58.1
Louisiana,1975,49.3
Louisiana,1976,46.9
Louisiana,1976,57.7
Louisiana,1976,61.2
Louisiana,1976,66.9
Louisiana,1976,69.6
Louisiana,1976,76.9
Louisiana,1976,80.2
Louisiana,1976,79.8
Louisiana,1976,75.5
Louisiana,1976,60.1
Louisiana,1976,49.9
Louisiana,1976,47.3
Louisiana,1977,39.3
Louisiana,1977,51.0
Louisiana,1977,60.5
Louisiana,1977,66.8
Louisiana,1977,75.0
Louisiana,1977,81.4
Louisiana,1977,82.8
Louisiana,1977,81.1
Louisiana,1977,79.3
Louisiana,1977,66.0
Louisiana,1977,59.4
Louisiana,1977,50.0
Louisiana,1978,39.8
Louisiana,1978,42.2
Louisiana,1978,55.2
Louisiana,1978,67.1
Louisiana,1978,74.5
Louisiana,1978,80.1
Louisiana,1978,83.0
Louisiana,1978,81.7
Louisiana,1978,78.1
Louisiana,1978,66.3
Louisiana,1978,62.2
Louisiana,1978,50.8
Louisiana,1979,41.2
Louisiana,1979,47.8
Louisiana,1979,59.2
Louisiana,1979,67.3
Louisiana,1979,71.6
Louisiana,1979,78.8
Louisiana,1979,81.6
Louisiana,1979,81.1
Louisiana,1979,75.0
Louisiana,1979,68.1
Louisiana,1979,53.8
Louisiana,1979,49.0
Louisiana,1980,51.1
Louisiana,1980,48.2
Louisiana,1980,57.0
Louisiana,1980,63.8
Louisiana,1980,73.7
Louisiana,1980,81.1
Louisiana,1980,84.7
Louisiana,1980,83.4
Louisiana,1980,81.3
Louisiana,1980,63.8
Louisiana,1980,54.8
Louisiana,1980,49.7
Louisiana,1981,44.9
Louisiana,1981,50.6
Louisiana,1981,57.3
Louisiana,1981,71.0
Louisiana,1981,71.0
Louisiana,1981,81.2
Louisiana,1981,83.2
Louisiana,1981,81.9
Louisiana,1981,75.2
Louisiana,1981,67.0
Louisiana,1981,60.1
Louisiana,1981,49.2
Louisiana,1982,49.3
Louisiana,1982,49.5
Louisiana,1982,61.7
Louisiana,1982,65.0
Louisiana,1982,74.2
Louisiana,1982,80.0
Louisiana,1982,82.2
Louisiana,1982,82.0
Louisiana,1982,75.3
Louisiana,1982,66.6
Louisiana,1982,58.9
Louisiana,1982,55.4
Louisiana,1983,46.7
Louisiana,1983,50.6
Louisiana,1983,55.7
Louisiana,1983,61.2
Louisiana,1983,71.6
Louisiana,1983,77.1
Louisiana,1983,82.3
Louisiana,1983,82.6
Louisiana,1983,75.0
Louisiana,1983,67.5
Louisiana,1983,58.1
Louisiana,1983,44.0
Louisiana,1984,43.5
Louisiana,1984,52.4
Louisiana,1984,58.7
Louisiana,1984,65.9
Louisiana,1984,73.0
Louisiana,1984,78.7
Louisiana,1984,80.4
Louisiana,1984,80.3
Louisiana,1984,75.1
Louisiana,1984,71.2
Louisiana,1984,56.5
Louisiana,1984,60.1
Louisiana,1985,42.6
Louisiana,1985,48.4
Louisiana,1985,63.2
Louisiana,1985,68.2
Louisiana,1985,73.8
Louisiana,1985,80.0
Louisiana,1985,81.1
Louisiana,1985,82.0
Louisiana,1985,76.3
Louisiana,1985,69.9
Louisiana,1985,63.9
Louisiana,1985,46.9
Louisiana,1986,49.3
Louisiana,1986,56.5
Louisiana,1986,59.1
Louisiana,1986,67.1
Louisiana,1986,74.3
Louisiana,1986,80.3
Louisiana,1986,83.1
Louisiana,1986,80.8
Louisiana,1986,79.9
Louisiana,1986,67.3
Louisiana,1986,60.9
Louisiana,1986,49.1
Louisiana,1987,46.6
Louisiana,1987,53.4
Louisiana,1987,57.2
Louisiana,1987,64.0
Louisiana,1987,75.6
Louisiana,1987,79.0
Louisiana,1987,81.5
Louisiana,1987,83.3
Louisiana,1987,76.1
Louisiana,1987,62.9
Louisiana,1987,58.3
Louisiana,1987,54.0
Louisiana,1988,44.5
Louisiana,1988,50.6
Louisiana,1988,58.0
Louisiana,1988,66.3
Louisiana,1988,71.8
Louisiana,1988,78.6
Louisiana,1988,81.4
Louisiana,1988,81.7
Louisiana,1988,77.4
Louisiana,1988,64.9
Louisiana,1988,60.9
Louisiana,1988,51.5
Louisiana,1989,54.9
Louisiana,1989,50.2
Louisiana,1989,58.9
Louisiana,1989,65.3
Louisiana,1989,74.2
Louisiana,1989,77.9
Louisiana,1989,80.3
Louisiana,1989,80.5
Louisiana,1989,75.0
Louisiana,1989,66.4
Louisiana,1989,59.8
Louisiana,1989,42.0
Louisiana,1990,53.8
Louisiana,1990,58.0
Louisiana,1990,60.6
Louisiana,1990,65.7
Louisiana,1990,73.6
Louisiana,1990,81.7
Louisiana,1990,81.2
Louisiana,1990,82.0
Louisiana,1990,78.7
Louisiana,1990,65.3
Louisiana,1990,60.1
Louisiana,1990,53.0
Louisiana,1991,47.7
Louisiana,1991,54.2
Louisiana,1991,60.7
Louisiana,1991,69.2
Louisiana,1991,75.5
Louisiana,1991,80.0
Louisiana,1991,82.0
Louisiana,1991,80.6
Louisiana,1991,75.8
Louisiana,1991,69.0
