state,year,tmin
Kentucky,2016,68.0
Kentucky,2016,68.4
Kentucky,2016,59.6
Kentucky,2016,49.9
Kentucky,2016,36.8
Kentucky,2016,27.8
Kentucky,2017,33.0
Kentucky,2017,34.5
Kentucky,2017,36.4
Kentucky,2017,49.8
Kentucky,2017,53.7
Kentucky,2017,60.2
Kentucky,2017,66.5
Kentucky,2017,62.3
Kentucky,2017,56.8
Kentucky,2017,47.2
Kentucky,2017,35.8
Kentucky,2017,26.1
Kentucky,2018,19.7
Kentucky,2018,34.3
Kentucky,2018,34.1
Kentucky,2018,38.4
Louisiana,1950,52.4
Louisiana,1950,46.8
Louisiana,1950,45.3
Louisiana,1950,52.4
Louisiana,1950,65.4
Louisiana,1950,69.7
Louisiana,1950,70.5
Louisiana,1950,69.8
Louisiana,1950,65.9
Louisiana,1950,56.4
Louisiana,1950,41.4
Louisiana,1950,37.3
Louisiana,1951,38.8
Louisiana,1951,41.9
Louisiana,1951,48.7
Louisiana,1951,52.2
Louisiana,1951,61.3
Louisiana,1951,69.9
Louisiana,1951,72.0
Louisiana,1951,72.5
Louisiana,1951,67.0
Louisiana,1951,56.4
Louisiana,1951,41.4
Louisiana,1951,43.4
Louisiana,1952,48.2
Louisiana,1952,45.9
Louisiana,1952,45.2
Louisiana,1952,51.3
Louisiana,1952,61.4
Louisiana,1952,70.4
Louisiana,1952,71.7
Louisiana,1952,71.7
Louisiana,1952,62.9
Louisiana,1952,43.3
Louisiana,1952,43.3
Louisiana,1952,39.5
Louisiana,1953,41.4
Louisiana,1953,42.3
Louisiana,1953,53.9
Louisiana,1953,53.6
Louisiana,1953,65.8
Louisiana,1953,72.1
Louisiana,1953,71.6
Louisiana,1953,70.8
Louisiana,1953,63.3
Louisiana,1953,54.2
Louisiana,1953,43.2
Louisiana,1953,38.1
Louisiana,1954,41.1
Louisiana,1954,43.6
Louisiana,1954,46.2
Louisiana,1954,59.1
Louisiana,1954,58.6
Louisiana,1954,69.5
Louisiana,1954,72.5
Louisiana,1954,71.4
Louisiana,1954,65.7
Louisiana,1954,57.3
Louisiana,1954,42.5
Louisiana,1954,38.7
Louisiana,1955,39.1
Louisiana,1955,42.1
Louisiana,1955,50.5
Louisiana,1955,58.3
Louisiana,1955,64.4
Louisiana,1955,64.8
Louisiana,1955,71.5
Louisiana,1955,71.1
Louisiana,1955,68.4
Louisiana,1955,52.6
Louisiana,1955,44.9
Louisiana,1955,41.6
Louisiana,1956,36.6
Louisiana,1956,46.6
Louisiana,1956,46.8
Louisiana,1956,54.1
Louisiana,1956,64.8
Louisiana,1956,67.7
Louisiana,1956,71.0
Louisiana,1956,69.7
Louisiana,1956,62.6
Louisiana,1956,55.6
Louisiana,1956,43.2
Louisiana,1956,45.5
Louisiana,1957,43.6
Louisiana,1957,50.2
Louisiana,1957,46.6
Louisiana,1957,57.4
Louisiana,1957,64.8
Louisiana,1957,70.5
Louisiana,1957,72.3
Louisiana,1957,70.4
Louisiana,1957,65.7
Louisiana,1957,52.9
Louisiana,1957,48.7
Louisiana,1957,40.9
Louisiana,1958,34.5
Louisiana,1958,35.5
Louisiana,1958,44.3
Louisiana,1958,55.6
Louisiana,1958,63.7
Louisiana,1958,70.7
Louisiana,1958,72.4
Louisiana,1958,70.3
Louisiana,1958,69.5
Louisiana,1958,55.9
Louisiana,1958,47.4
Louisiana,1958,36.5
Louisiana,1959,34.9
Louisiana,1959,43.8
Louisiana,1959,44.3
Louisiana,1959,54.1
Louisiana,1959,65.4
Louisiana,1959,69.5
Louisiana,1959,71.1
Louisiana,1959,71.5
Louisiana,1959,67.8
Louisiana,1959,59.2
Louisiana,1959,41.2
Louisiana,1959,40.3
Louisiana,1960,38.3
Louisiana,1960,36.1
Louisiana,1960,41.3
Louisiana,1960,55.6
Louisiana,1960,59.5
Louisiana,1960,68.7
Louisiana,1960,72.1
Louisiana,1960,71.3
Louisiana,1960,66.0
Louisiana,1960,57.9
Louisiana,1960,47.0
Louisiana,1960,37.4
Louisiana,1961,33.1
Louisiana,1961,43.7
Louisiana,1961,51.6
Louisiana,1961,51.2
Louisiana,1961,61.0
Louisiana,1961,66.9
Louisiana,1961,70.1
Louisiana,1961,68.9
Louisiana,1961,66.6
Louisiana,1961,52.5
Louisiana,1961,46.8
Louisiana,1961,40.4
Louisiana,1962,34.1
Louisiana,1962,48.6
Louisiana,1962,42.8
Louisiana,1962,53.6
Louisiana,1962,63.1
Louisiana,1962,68.9
Louisiana,1962,72.6
Louisiana,1962,71.8
Louisiana,1962,67.0
Louisiana,1962,58.7
Louisiana,1962,43.4
Louisiana,1962,38.1
Louisiana,1963,32.0
Louisiana,1963,34.1
Louisiana,1963,49.1
Louisiana,1963,59.6
Louisiana,1963,63.1
Louisiana,1963,69.4
Louisiana,1963,71.7
Louisiana,1963,71.1
Louisiana,1963,66.4
Louisiana,1963,55.6
Louisiana,1963,46.5
Louisiana,1963,31.4
Louisiana,1964,35.7
Louisiana,1964,36.4
Louisiana,1964,45.8
Louisiana,1964,59.2
Louisiana,1964,64.0
Louisiana,1964,69.1
Louisiana,1964,71.8
Louisiana,1964,72.6
Louisiana,1964,66.4
Louisiana,1964,50.8
Louisiana,1964,49.7
Louisiana,1964,41.8
Louisiana,1965,40.4
Louisiana,1965,39.3
Louisiana,1965,43.5
Louisiana,1965,59.6
Louisiana,1965,64.5
Louisiana,1965,68.1
Louisiana,1965,71.4
Louisiana,1965,69.9
Louisiana,1965,68.0
Louisiana,1965,53.3
Louisiana,1965,53.2
Louisiana,1965,41.0
Louisiana,1966,35.7
Louisiana,1966,39.2
Louisiana,1966,46.1
Louisiana,1966,56.3
Louisiana,1966,64.4
Louisiana,1966,66.6
Louisiana,1966,72.7
Louisiana,1966,69.9
Louisiana,1966,65.6
Louisiana,1966,52.0
Louisiana,1966,48.6
Louisiana,1966,40.3
Louisiana,1967,38.3
Louisiana,1967,37.2
Louisiana,1967,49.9
Louisiana,1967,61.2
Louisiana,1967,60.9
Louisiana,1967,69.4
Louisiana,1967,69.7
Louisiana,1967,69.0
Louisiana,1967,62.6
Louisiana,1967,50.3
Louisiana,1967,44.2
Louisiana,1967,42.8
Louisiana,1968,37.5
Louisiana,1968,33.2
Louisiana,1968,44.0
Louisiana,1968,58.0
Louisiana,1968,62.1
Louisiana,1968,69.2
Louisiana,1968,70.1
Louisiana,1968,70.2
Louisiana,1968,62.7
Louisiana,1968,55.0
Louisiana,1968,43.0
Louisiana,1968,37.4
Louisiana,1969,41.0
Louisiana,1969,41.0
Louisiana,1969,41.1
Louisiana,1969,56.1
Louisiana,1969,61.8
Louisiana,1969,68.9
Louisiana,1969,73.4
Louisiana,1969,69.9
Louisiana,1969,64.0
Louisiana,1969,56.6
Louisiana,1969,42.6
Louisiana,1969,39.1
Louisiana,1970,34.0
Louisiana,1970,37.0
Louisiana,1970,45.7
Louisiana,1970,58.6
Louisiana,1970,61.5
Louisiana,1970,68.3
Louisiana,1970,70.3
Louisiana,1970,72.0
Louisiana,1970,69.4
Louisiana,1970,54.2
Louisiana,1970,41.2
Louisiana,1970,44.5
Louisiana,1971,40.6
Louisiana,1971,39.5
Louisiana,1971,43.7
Louisiana,1971,52.9
Louisiana,1971,59.9
Louisiana,1971,69.0
Louisiana,1971,71.2
Louisiana,1971,69.8
Louisiana,1971,68.1
Louisiana,1971,59.0
Louisiana,1971,44.1
Louisiana,1971,49.7
Louisiana,1972,42.8
Louisiana,1972,41.3
Louisiana,1972,48.1
Louisiana,1972,56.3
Louisiana,1972,61.4
Louisiana,1972,69.2
Louisiana,1972,69.7
Louisiana,1972,70.1
Louisiana,1972,69.6
Louisiana,1972,56.5
Louisiana,1972,44.4
Louisiana,1972,39.5
Louisiana,1973,36.2
Louisiana,1973,38.5
Louisiana,1973,52.6
Louisiana,1973,53.2
Louisiana,1973,61.2
Louisiana,1973,69.5
Louisiana,1973,72.5
Louisiana,1973,69.1
Louisiana,1973,69.2
Louisiana,1973,59.6
Louisiana,1973,52.6
Louisiana,1973,37.8
Louisiana,1974,46.4
Louisiana,1974,41.0
Louisiana,1974,53.7
Louisiana,1974,54.5
Louisiana,1974,65.8
Louisiana,1974,66.8
Louisiana,1974,70.4
Louisiana,1974,70.0
Louisiana,1974,64.2
Louisiana,1974,52.6
Louisiana,1974,46.6
Louisiana,1974,40.6
Louisiana,1975,43.2
Louisiana,1975,42.6
Louisiana,1975,46.8
Louisiana,1975,55.0
Louisiana,1975,65.0
Louisiana,1975,69.4
Louisiana,1975,71.3
Louisiana,1975,71.2
Louisiana,1975,62.6
Louisiana,1975,55.1
Louisiana,1975,46.5
Louisiana,1975,38.9
Louisiana,1976,34.6
Louisiana,1976,45.6
Louisiana,1976,51.4
Louisiana,1976,55.0
Louisiana,1976,58.7
Louisiana,1976,66.3
Louisiana,1976,70.2
Louisiana,1976,68.0
Louisiana,1976,64.4
Louisiana,1976,47.0
Louisiana,1976,38.5
Louisiana,1976,35.6
Louisiana,1977,29.4
Louisiana,1977,38.4
Louisiana,1977,49.1
Louisiana,1977,55.4
Louisiana,1977,63.8
Louisiana,1977,70.1
Louisiana,1977,72.3
Louisiana,1977,72.1
Louisiana,1977,69.7
Louisiana,1977,53.5
Louisiana,1977,49.4
Louisiana,1977,39.1
Louisiana,1978,31.9
Louisiana,1978,32.1
Louisiana,1978,43.3
Louisiana,1978,55.3
Louisiana,1978,63.8
Louisiana,1978,69.7
Louisiana,1978,72.1
Louisiana,1978,70.9
Louisiana,1978,68.7
Louisiana,1978,52.0
Louisiana,1978,51.3
Louisiana,1978,39.1
Louisiana,1979,32.3
Louisiana,1979,39.0
Louisiana,1979,48.0
Louisiana,1979,57.8
Louisiana,1979,61.0
Louisiana,1979,68.4
Louisiana,1979,72.6
Louisiana,1979,71.0
Louisiana,1979,64.9
Louisiana,1979,54.7
Louisiana,1979,41.2
Louisiana,1979,37.2
Louisiana,1980,42.0
Louisiana,1980,37.5
Louisiana,1980,46.6
Louisiana,1980,52.4
Louisiana,1980,64.0
Louisiana,1980,70.2
Louisiana,1980,73.3
Louisiana,1980,71.7
Louisiana,1980,70.1
Louisiana,1980,50.0
Louisiana,1980,43.5
Louisiana,1980,37.4
Louisiana,1981,32.9
Louisiana,1981,39.7
Louisiana,1981,45.0
Louisiana,1981,60.2
Louisiana,1981,60.3
Louisiana,1981,71.8
Louisiana,1981,73.3
Louisiana,1981,71.3
Louisiana,1981,63.2
Louisiana,1981,55.9
Louisiana,1981,48.0
Louisiana,1981,38.0
Louisiana,1982,37.5
Louisiana,1982,39.6
Louisiana,1982,51.9
Louisiana,1982,54.8
Louisiana,1982,63.5
Louisiana,1982,69.3
Louisiana,1982,71.8
Louisiana,1982,72.0
Louisiana,1982,63.7
Louisiana,1982,54.9
Louisiana,1982,48.3
Louisiana,1982,45.9
Louisiana,1983,37.0
Louisiana,1983,41.1
Louisiana,1983,43.8
Louisiana,1983,50.3
Louisiana,1983,61.1
Louisiana,1983,67.8
Louisiana,1983,72.1
Louisiana,1983,72.7
Louisiana,1983,63.8
Louisiana,1983,55.2
Louisiana,1983,46.9
Louisiana,1983,34.6
Louisiana,1984,33.0
Louisiana,1984,40.4
Louisiana,1984,47.6
Louisiana,1984,54.6
Louisiana,1984,61.9
Louisiana,1984,68.2
Louisiana,1984,70.1
Louisiana,1984,70.4
Louisiana,1984,64.5
Louisiana,1984,61.6
Louisiana,1984,45.3
Louisiana,1984,50.6
Louisiana,1985,31.9
Louisiana,1985,38.8
Louisiana,1985,52.9
Louisiana,1985,57.1
Louisiana,1985,62.7
Louisiana,1985,69.1
Louisiana,1985,71.0
Louisiana,1985,71.7
Louisiana,1985,65.6
Louisiana,1985,61.1
Louisiana,1985,55.1
Louisiana,1985,35.4
Louisiana,1986,37.1
Louisiana,1986,45.8
Louisiana,1986,45.8
Louisiana,1986,55.9
Louisiana,1986,64.4
Louisiana,1986,71.0
Louisiana,1986,72.9
Louisiana,1986,69.8
Louisiana,1986,69.9
Louisiana,1986,57.0
Louisiana,1986,53.0
Louisiana,1986,40.9
Louisiana,1987,36.4
Louisiana,1987,44.6
Louisiana,1987,45.0
Louisiana,1987,49.4
Louisiana,1987,65.6
Louisiana,1987,69.6
Louisiana,1987,71.5
Louisiana,1987,73.7
Louisiana,1987,64.5
Louisiana,1987,48.0
Louisiana,1987,46.4
Louisiana,1987,43.8
Louisiana,1988,34.4
Louisiana,1988,40.2
Louisiana,1988,46.5
Louisiana,1988,54.2
Louisiana,1988,58.6
Louisiana,1988,66.9
Louisiana,1988,72.0
Louisiana,1988,72.2
Louisiana,1988,67.6
Louisiana,1988,53.5
Louisiana,1988,49.5
Louisiana,1988,39.9
Louisiana,1989,45.3
Louisiana,1989,41.2
Louisiana,1989,48.2
Louisiana,1989,53.7
Louisiana,1989,64.5
Louisiana,1989,69.3
Louisiana,1989,71.6
Louisiana,1989,70.5
Louisiana,1989,65.0
Louisiana,1989,53.2
Louisiana,1989,48.5
Louisiana,1989,31.2
Louisiana,1990,43.9
Louisiana,1990,48.0
Louisiana,1990,50.5
Louisiana,1990,54.4
Louisiana,1990,64.2
Louisiana,1990,71.5
Louisiana,1990,71.0
Louisiana,1990,70.3
Louisiana,1990,67.4
Louisiana,1990,51.7
Louisiana,1990,47.4
Louisiana,1990,42.3
Louisiana,1991,39.7
Louisiana,1991,43.7
Louisiana,1991,49.8
Louisiana,1991,60.3
Louisiana,1991,67.7
Louisiana,1991,70.8
Louisiana,1991,72.3
Louisiana,1991,71.1
Louisiana,1991,65.7
Louisiana,1991,56.9
Louisiana,1991,42.2
Louisiana,1991,45.8
Louisiana,1992,38.9
Louisiana,1992,45.4
Louisiana,1992,49.1
Louisiana,1992,54.1
Louisiana,1992,60.7
Louisiana,1992,69.2
Louisiana,1992,72.4
Louisiana,1992,68.2
Louisiana,1992,66.8
Louisiana,1992,54.3
Louisiana,1992,44.2
Louisiana,1992,44.4
Louisiana,1993,42.2
Louisiana,1993,40.7
Louisiana,1993,45.5
Louisiana,1993,51.2
Louisiana,1993,60.9
Louisiana,1993,70.7
Louisiana,1993,73.3
Louisiana,1993,73.0
Louisiana,1993,66.3
Louisiana,1993,55.5
Louisiana,1993,43.3
Louisiana,1993,40.0
Louisiana,1994,37.2
Louisiana,1994,42.5
Louisiana,1994,47.4
Louisiana,1994,56.3
Louisiana,1994,62.1
Louisiana,1994,71.4
Louisiana,1994,71.4
Louisiana,1994,70.2
Louisiana,1994,64.4
Louisiana,1994,58.4
Louisiana,1994,52.3
Louisiana,1994,43.7
Louisiana,1995,40.5
Louisiana,1995,42.0
Louisiana,1995,51.2
Louisiana,1995,55.3
Louisiana,1995,65.4
Louisiana,1995,67.4
Louisiana,1995,73.0
Louisiana,1995,73.6
Louisiana,1995,65.2
Louisiana,1995,54.3
Louisiana,1995,44.1
Louisiana,1995,40.8
Louisiana,1996,37.0
Louisiana,1996,42.2
Louisiana,1996,42.4
Louisiana,1996,52.5
Louisiana,1996,66.5
Louisiana,1996,69.0
Louisiana,1996,72.6
Louisiana,1996,70.9
Louisiana,1996,65.5
Louisiana,1996,55.8
Louisiana,1996,48.6
Louisiana,1996,43.9
Louisiana,1997,40.2
Louisiana,1997,45.0
Louisiana,1997,53.2
Louisiana,1997,51.6
Louisiana,1997,62.0
Louisiana,1997,69.2
Louisiana,1997,72.8
Louisiana,1997,71.1
Louisiana,1997,66.7
Louisiana,1997,55.4
Louisiana,1997,44.8
Louisiana,1997,38.6
Louisiana,1998,44.1
Louisiana,1998,42.8
Louisiana,1998,47.1
Louisiana,1998,53.0
Louisiana,1998,66.0
Louisiana,1998,73.4
Louisiana,1998,74.9
Louisiana,1998,73.2
Louisiana,1998,71.7
Louisiana,1998,59.0
Louisiana,1998,52.1
Louisiana,1998,44.6
Louisiana,1999,42.8
Louisiana,1999,46.5
Louisiana,1999,47.2
Louisiana,1999,60.0
Louisiana,1999,62.4
Louisiana,1999,70.6
Louisiana,1999,72.8
Louisiana,1999,73.2
Louisiana,1999,63.4
Louisiana,1999,53.6
Louisiana,1999,45.6
Louisiana,1999,38.6
Louisiana,2000,41.8
Louisiana,2000,45.4
Louisiana,2000,52.1
Louisiana,2000,53.3
Louisiana,2000,66.8
Louisiana,2000,70.1
Louisiana,2000,72.1
Louisiana,2000,72.2
Louisiana,2000,65.8
Louisiana,2000,54.4
Louisiana,2000,45.5
Louisiana,2000,33.8
Louisiana,2001,35.7
Louisiana,2001,46.0
Louisiana,2001,45.1
Louisiana,2001,59.6
Louisiana,2001,63.1
Louisiana,2001,69.0
Louisiana,2001,72.9
Louisiana,2001,72.5
Louisiana,2001,65.8
Louisiana,2001,51.8
Louisiana,2001,49.3
Louisiana,2001,43.6
Louisiana,2002,40.7
Louisiana,2002,37.7
Louisiana,2002,46.9
Louisiana,2002,59.8
Louisiana,2002,63.2
Louisiana,2002,69.2
Louisiana,2002,72.6
Louisiana,2002,72.0
Louisiana,2002,69.6
Louisiana,2002,61.6
Louisiana,2002,45.0
Louisiana,2002,40.4
Louisiana,2003,34.8
Louisiana,2003,41.6
Louisiana,2003,48.2
Louisiana,2003,55.2
Louisiana,2003,66.6
Louisiana,2003,70.6
Louisiana,2003,72.2
Louisiana,2003,72.9
Louisiana,2003,65.7
Louisiana,2003,55.8
Louisiana,2003,50.2
Louisiana,2003,37.3
Louisiana,2004,39.8
Louisiana,2004,40.0
Louisiana,2004,52.2
Louisiana,2004,54.7
Louisiana,2004,64.4
Louisiana,2004,70.7
Louisiana,2004,72.0
Louisiana,2004,69.1
Louisiana,2004,66.9
Louisiana,2004,64.8
Louisiana,2004,52.9
Louisiana,2004,38.3
Louisiana,2005,44.7
Louisiana,2005,47.1
Louisiana,2005,47.1
Louisiana,2005,53.8
Louisiana,2005,60.8
Louisiana,2005,69.7
Louisiana,2005,73.0
Louisiana,2005,72.7
Louisiana,2005,69.9
Louisiana,2005,53.9
Louisiana,2005,49.0
Louisiana,2005,37.4
Louisiana,2006,43.8
Louisiana,2006,39.8
Louisiana,2006,50.9
Louisiana,2006,59.7
Louisiana,2006,63.2
Louisiana,2006,68.7
Louisiana,2006,72.5
Louisiana,2006,73.4
Louisiana,2006,64.4
Louisiana,2006,56.3
Louisiana,2006,45.7
Louisiana,2006,41.8
Louisiana,2007,41.0
Louisiana,2007,39.5
Louisiana,2007,51.4
Louisiana,2007,52.9
Louisiana,2007,63.6
Louisiana,2007,70.4
Louisiana,2007,71.9
Louisiana,2007,73.8
Louisiana,2007,68.9
Louisiana,2007,57.5
Louisiana,2007,48.7
Louisiana,2007,44.6
Louisiana,2008,38.4
Louisiana,2008,43.0
Louisiana,2008,48.1
Louisiana,2008,55.4
Louisiana,2008,63.8
Louisiana,2008,71.3
Louisiana,2008,72.2
Louisiana,2008,72.2
Louisiana,2008,66.2
Louisiana,2008,53.5
Louisiana,2008,44.6
Louisiana,2008,41.6
Louisiana,2009,39.0
Louisiana,2009,44.0
Louisiana,2009,49.6
Louisiana,2009,54.4
Louisiana,2009,65.1
Louisiana,2009,70.9
Louisiana,2009,72.7
Louisiana,2009,71.5
Louisiana,2009,68.9
Louisiana,2009,57.1
Louisiana,2009,47.2
Louisiana,2009,39.5
Louisiana,2010,35.2
Louisiana,2010,35.8
Louisiana,2010,43.4
Louisiana,2010,55.8
Louisiana,2010,66.7
Louisiana,2010,74.0
Louisiana,2010,74.6
Louisiana,2010,75.5
Louisiana,2010,68.4
Louisiana,2010,53.6
Louisiana,2010,47.6
Louisiana,2010,36.6
Louisiana,2011,36.7
Louisiana,2011,41.4
Louisiana,2011,50.4
Louisiana,2011,58.9
Louisiana,2011,62.6
Louisiana,2011,72.7
Louisiana,2011,74.6
Louisiana,2011,75.1
Louisiana,2011,64.4
Louisiana,2011,51.2
Louisiana,2011,48.1
Louisiana,2011,41.5
Louisiana,2012,43.9
Louisiana,2012,47.6
Louisiana,2012,57.3
Louisiana,2012,58.6
Louisiana,2012,65.6
Louisiana,2012,70.1
Louisiana,2012,73.2
Louisiana,2012,72.8
Louisiana,2012,67.2
Louisiana,2012,53.8
Louisiana,2012,43.8
Louisiana,2012,44.3
Louisiana,2013,43.5
Louisiana,2013,44.2
Louisiana,2013,43.0
Louisiana,2013,53.8
Louisiana,2013,61.7
Louisiana,2013,71.6
Louisiana,2013,71.0
Louisiana,2013,72.0
Louisiana,2013,68.9
Louisiana,2013,58.3
Louisiana,2013,44.5
Louisiana,2013,39.9
Louisiana,2014,31.0
Louisiana,2014,40.4
Louisiana,2014,43.6
Louisiana,2014,54.8
Louisiana,2014,61.4
Louisiana,2014,71.3
Louisiana,2014,70.6
Louisiana,2014,72.1
Louisiana,2014,68.7
Louisiana,2014,57.0
Louisiana,2014,41.7
Louisiana,2014,44.4
Louisiana,2015,36.5
Louisiana,2015,36.7
Louisiana,2015,50.5
Louisiana,2015,60.9
Louisiana,2015,65.5
Louisiana,2015,71.5
Louisiana,2015,74.6
Louisiana,2015,71.7
Louisiana,2015,67.7
Louisiana,2015,57.9
Louisiana,2015,53.5
Louisiana,2015,49.2
Louisiana,2016,38.5
Louisiana,2016,43.4
Louisiana,2016,53.7
Louisiana,2016,58.5
Louisiana,2016,63.7
Louisiana,2016,72.1
Louisiana,2016,74.4
Louisiana,2016,74.2
Louisiana,2016,70.5
Louisiana,2016,58.6
Louisiana,2016,50.3
Louisiana,2016,45.8
Louisiana,2017,47.5
Louisiana,2017,51.2
Louisiana,2017,53.9
Louisiana,2017,58.4
Louisiana,2017,61.9
Louisiana,2017,70.6
Louisiana,2017,73.7
Louisiana,2017,73.6
Louisiana,2017,66.6
Louisiana,2017,57.3
Louisiana,2017,50.4
Louisiana,2017,41.2
Louisiana,2018,33.6
Louisiana,2018,51.6
Louisiana,2018,51.0
Louisiana,2018,50.5
Maine,1950,7.0
Maine,1950,0.3
Maine,1950,10.6
Maine,1950,27.2
Maine,1950,38.0
Maine,1950,48.1
Maine,1950,53.0
Maine,1950,49.9
Maine,1950,39.8
Maine,1950,34.8
Maine,1950,29.0
Maine,1950,15.3
Maine,1951,7.7
Maine,1951,9.1
Maine,1951,18.7
Maine,1951,33.0
Maine,1951,38.7
Maine,1951,47.2
Maine,1951,53.5
Maine,1951,51.9
Maine,1951,44.1
Maine,1951,34.7
Maine,1951,21.4
Maine,1951,8.4
Maine,1952,4.1
Maine,1952,9.2
Maine,1952,19.1
Maine,1952,29.7
Maine,1952,38.0
Maine,1952,49.9
Maine,1952,56.2
Maine,1952,51.8
Maine,1952,44.0
Maine,1952,32.0
Maine,1952,25.3
Maine,1952,15.3
Maine,1953,9.8
Maine,1953,9.7
Maine,1953,19.0
Maine,1953,31.9
Maine,1953,39.8
Maine,1953,48.0
Maine,1953,52.8
Maine,1953,50.5
Maine,1953,44.7
Maine,1953,34.1
Maine,1953,29.1
Maine,1953,18.4
Maine,1954,0.2
Maine,1954,13.5
Maine,1954,16.7
Maine,1954,26.2
Maine,1954,39.1
Maine,1954,49.0
Maine,1954,52.4
Maine,1954,49.7
Maine,1954,43.7
Maine,1954,38.1
Maine,1954,26.6
Maine,1954,13.1
Maine,1955,4.8
Maine,1955,7.9
Maine,1955,14.0
Maine,1955,29.5
Maine,1955,40.8
Maine,1955,49.2
Maine,1955,54.9
Maine,1955,54.5
Maine,1955,42.2
Maine,1955,34.6
Maine,1955,25.7
Maine,1955,3.6
Maine,1956,14.8
Maine,1956,5.8
Maine,1956,8.1
Maine,1956,27.4
Maine,1956,33.3
Maine,1956,48.1
Maine,1956,50.9
Maine,1956,48.5
Maine,1956,40.5
Maine,1956,32.9
Maine,1956,23.6
Maine,1956,10.7
Maine,1957,-6.2
Maine,1957,7.7
Maine,1957,18.5
Maine,1957,28.3
Maine,1957,38.0
Maine,1957,49.3
Maine,1957,52.4
Maine,1957,47.5
Maine,1957,45.4
Maine,1957,35.6
Maine,1957,29.3
Maine,1957,16.1
Maine,1958,12.5
Maine,1958,2.9
Maine,1958,24.4
Maine,1958,31.0
Maine,1958,36.9
Maine,1958,43.6
Maine,1958,53.8
Maine,1958,51.1
Maine,1958,44.2
Maine,1958,32.6
Maine,1958,24.5
Maine,1958,-0.5
Maine,1959,3.4
Maine,1959,-1.8
Maine,1959,11.9
Maine,1959,28.9
Maine,1959,41.0
Maine,1959,47.6
Maine,1959,56.3
Maine,1959,54.6
Maine,1959,46.1
Maine,1959,35.4
Maine,1959,24.9
Maine,1959,15.0
Maine,1960,5.2
Maine,1960,14.9
Maine,1960,13.8
Maine,1960,28.1
Maine,1960,42.8
Maine,1960,49.4
Maine,1960,52.9
Maine,1960,50.4
Maine,1960,44.0
Maine,1960,32.4
Maine,1960,27.8
Maine,1960,6.8
Maine,1961,-3.6
Maine,1961,4.7
Maine,1961,13.9
Maine,1961,28.6
Maine,1961,37.2
Maine,1961,48.3
Maine,1961,53.6
Maine,1961,52.1
Maine,1961,50.7
Maine,1961,37.7
Maine,1961,28.6
Maine,1961,15.0
Maine,1962,1.4
Maine,1962,-2.3
Maine,1962,18.8
Maine,1962,28.1
Maine,1962,38.2
Maine,1962,48.1
Maine,1962,50.5
Maine,1962,52.2
Maine,1962,43.1
Maine,1962,35.0
Maine,1962,22.7
Maine,1962,8.6
Maine,1963,5.8
Maine,1963,-2.8
Maine,1963,13.0
Maine,1963,28.1
Maine,1963,37.3
Maine,1963,49.0
Maine,1963,56.6
Maine,1963,50.2
Maine,1963,39.4
Maine,1963,36.1
Maine,1963,29.8
Maine,1963,2.9
Maine,1964,8.1
Maine,1964,6.0
Maine,1964,16.7
Maine,1964,26.6
Maine,1964,39.6
Maine,1964,47.1
Maine,1964,55.3
Maine,1964,47.8
Maine,1964,40.2
Maine,1964,33.2
Maine,1964,22.6
Maine,1964,10.3
Maine,1965,0.9
Maine,1965,1.6
Maine,1965,17.6
Maine,1965,26.6
Maine,1965,38.8
Maine,1965,48.3
Maine,1965,49.8
Maine,1965,52.1
Maine,1965,43.4
Maine,1965,33.5
Maine,1965,21.7
Maine,1965,12.2
Maine,1966,8.6
Maine,1966,5.7
Maine,1966,19.4
Maine,1966,27.1
Maine,1966,36.6
Maine,1966,49.0
Maine,1966,52.2
Maine,1966,52.4
Maine,1966,40.5
Maine,1966,33.8
Maine,1966,29.2
Maine,1966,15.0
Maine,1967,8.9
Maine,1967,-4.1
Maine,1967,8.5
Maine,1967,25.5
Maine,1967,33.6
Maine,1967,49.7
Maine,1967,57.0
Maine,1967,54.2
Maine,1967,44.4
Maine,1967,37.0
Maine,1967,23.5
Maine,1967,11.6
Maine,1968,-1.8
Maine,1968,-0.2
Maine,1968,18.5
Maine,1968,30.6
Maine,1968,36.6
Maine,1968,48.0
Maine,1968,54.0
Maine,1968,48.6
Maine,1968,46.6
Maine,1968,38.3
Maine,1968,22.8
Maine,1968,11.0
Maine,1969,6.4
Maine,1969,9.0
Maine,1969,15.9
Maine,1969,26.0
Maine,1969,37.5
Maine,1969,49.0
Maine,1969,52.7
Maine,1969,54.6
Maine,1969,44.7
Maine,1969,33.8
Maine,1969,29.0
Maine,1969,14.5
Maine,1970,-2.1
Maine,1970,4.8
Maine,1970,16.4
Maine,1970,27.8
Maine,1970,39.8
Maine,1970,48.8
Maine,1970,56.4
Maine,1970,53.7
Maine,1970,45.7
Maine,1970,37.6
Maine,1970,26.8
Maine,1970,3.3
Maine,1971,-4.0
Maine,1971,5.0
Maine,1971,15.4
Maine,1971,28.1
Maine,1971,39.8
Maine,1971,46.9
Maine,1971,53.3
Maine,1971,52.9
Maine,1971,47.4
Maine,1971,38.0
Maine,1971,21.9
Maine,1971,6.9
Maine,1972,1.8
Maine,1972,1.7
Maine,1972,11.2
Maine,1972,25.1
Maine,1972,38.5
Maine,1972,50.2
Maine,1972,54.3
Maine,1972,50.5
Maine,1972,44.2
Maine,1972,31.2
Maine,1972,23.4
