"","state","year","tavg","tmax","tmin","pcp"
"726","ID",2008,42.5,54.7,30.3,21.9
"727","ID",2009,42.8,54.6,31,22.8
"728","ID",2010,43.3,54.7,31.9,26.1
"729","ID",2011,42.4,54,30.8,24.6
"730","ID",1972,42.1,53.4,30.8,25.5
"731","ID",1973,42.8,54.3,31.2,24
"732","ID",1974,43,55,31,22.6
"733","ID",1975,41.2,52,30.4,29.1
"734","ID",1976,42.1,54.3,29.9,20.2
"735","ID",1977,43,54.8,31.2,24
"736","ID",1978,42.4,53.7,31,23.2
"737","ID",1979,42.4,54.6,30.1,19.8
"738","ID",1980,43.3,54.4,32,28.6
"739","ID",1981,44.3,56,32.7,26.1
"740","ID",1982,41,51.9,30.2,30.5
"741","ID",1983,42.9,53.5,32.2,31.4
"742","ID",1984,40.8,51.6,29.9,27.3
"743","ID",2014,45.1,56.8,33.4,26.4
"744","ID",2015,46.4,58.3,34.4,22.5
"745","ID",2012,45.1,57.3,32.9,25.7
"746","ID",2013,43.7,55.8,31.7,17.6
"747","ID",2016,45.1,56.8,33.4,24.8
"748","ID",2017,44.2,55.8,32.7,28.8
"749","IL",1998,55.2,64.6,45.8,44.4
"750","IL",1999,53.5,64.3,42.8,35.7
"751","IL",2006,54,64.1,43.9,40.6
"752","IL",2007,53.7,64.1,43.2,36.6
"753","IL",2008,50.9,61.1,40.8,50.1
"754","IL",2009,51.4,61.1,41.8,50.9
"755","IL",2010,52.9,63.1,42.7,40.6
"756","IL",2011,53.1,62.9,43.4,46.1
"757","IL",2012,55.8,66.8,44.7,30.1
"758","IL",2000,52.2,62.4,42,39.7
"759","IL",2001,53.4,63.7,43.1,39.6
"760","IL",2002,53.2,63.4,43.1,39
"761","IL",2003,51.7,62.1,41.3,37.7
"762","IL",2004,52.6,62.6,42.6,39.9
"763","IL",2005,53.7,64,43.4,31.4
"764","IL",1977,51.5,61.8,41.2,41.8
"765","IL",1978,49.6,59.7,39.4,35.7
"766","IL",1979,49.4,59.7,39.1,38.6
"767","IL",1980,51.3,61.6,41.1,33.6
"768","IL",1981,51.8,62,41.6,41.6
"769","IL",1982,50.7,60.7,40.6,46.5
"770","IL",1983,52,61.7,42.2,41.2
"771","IL",2013,51.1,61.1,41.1,42.4
"772","IL",2014,49.5,59.5,39.5,41.2
"773","IL",2015,52.9,62.9,42.9,48.8
"774","IL",2016,54.7,64.5,45,39.7
"775","IL",2017,54.4,64.8,44,37.7
"776","IL",1976,50.4,61.8,39,28.5
"777","IL",1950,49.8,60.1,39.5,41.7
"778","IL",1951,49.9,60,39.8,43
"779","IL",1952,52.6,63.6,41.6,33.5
"780","IL",1953,53.7,65.1,42.3,27.4
"781","IL",1954,53.7,64.5,42.9,35.3
"782","IL",1955,52.4,63.3,41.5,34.3
"783","IL",1956,52.6,63.7,41.6,30.2
"784","IL",1957,51.8,61.8,41.9,45.2
"785","IL",1958,50,60.2,39.9,35.3
"786","IL",1959,51.9,62.1,41.6,37.8
"787","IL",1960,50.3,60.4,40.3,34.6
"788","IL",1961,51.1,61.4,40.8,43
"789","IL",1962,50.9,61.3,40.5,33.4
"790","IL",1963,50.7,62,39.4,27.8
"791","IL",1964,52.5,63.5,41.5,32.1
"792","IL",1965,52,62.3,41.6,41.8
"793","IL",1966,50.6,61.2,40,34.9
"794","IL",1967,50.6,60.7,40.3,40.5
"795","IL",1968,51.1,61.4,40.8,35.7
"796","IL",1969,50.4,60.3,40.4,40.7
"797","IL",1970,51.2,61.2,41.2,41.7
"798","IL",1971,52.2,62.8,41.6,32.2
"799","IL",1972,50.3,60.2,40.5,41.5
"800","IL",1973,53,62.4,43.7,47.6
"801","IL",1974,51.6,61.4,41.8,41.6
"802","IL",1975,52,61.8,42.2,40.7
"803","IL",1989,50.4,60.8,40,32.3
"804","IL",1990,53.6,63.8,43.3,49.9
"805","IL",1991,53.7,63.8,43.7,36.1
"806","IL",1992,51.9,61.7,42,35.8
"807","IL",1993,50.9,60,41.7,51.1
"808","IL",1994,52,62.4,41.6,35.5
"809","IL",1995,51.6,61.8,41.4,38.9
"810","IL",1996,50.1,60.2,40,38.8
"811","IL",1984,51.8,61.7,41.9,41.3
"812","IL",1985,50.6,60.8,40.5,45.6
"813","IL",1986,52.8,62.8,42.8,37.4
"814","IL",1987,54.1,64.6,43.6,34.6
"815","IL",1988,52.1,63.7,40.5,29.3
"816","IL",1997,51,60.7,41.2,35
"817","IN",1951,50.3,60.9,39.7,42.4
"818","IN",1952,52.5,63.6,41.4,38.5
"819","IN",1953,53.3,65,41.8,30.8
"820","IN",1950,50,60.4,39.6,53.8
"821","IN",1955,52.1,63.2,41,40.6
"822","IN",1956,52.1,63,41.3,35.2
"823","IN",1957,51.6,61.9,41.3,48.9
"824","IN",1954,53.1,64.1,42.2,37.2
"825","IN",1972,50.2,60,40.4,43.9
"826","IN",1973,52.9,62.6,43.2,44.3
"827","IN",1974,51.3,61.2,41.4,42.1
"828","IN",1975,52,61.8,42.1,44.7
"829","IN",1976,50,61.3,38.7,32.6
"830","IN",1977,51,61.4,40.7,42.3
"831","IN",1978,49,59.4,38.6,39.3
"832","IN",1979,49.2,59.4,39,46.9
"833","IN",1980,50.5,60.8,40.3,36
"834","IN",1981,50.8,61,40.6,41.2
"835","IN",1982,50.7,61,40.4,44.8
"836","IN",1983,51.8,61.9,41.7,40.7
"837","IN",1984,51.3,61.2,41.3,40.6
"838","IN",1985,51,61.1,41,45.4
"839","IN",1986,52.4,62.2,42.5,39.6
"840","IN",1987,53.2,63.7,42.8,34.8
"841","IN",1988,51.3,62.7,39.9,34.2
"842","IN",1989,50.2,60.3,40.1,43.4
"843","IN",1990,53.3,63.5,43.1,53.5
"844","IN",1991,53.7,63.7,43.7,36.3
"845","IN",1992,51.3,60.9,41.6,40.3
"846","IN",1993,50.8,60.1,41.4,48.5
"847","IN",1994,51.5,62,41,35.5
"848","IN",1995,51.5,61.8,41.1,38.2
"849","IN",1996,50.1,60,40.1,47.6
"850","IN",1997,50.5,60.3,40.7,39.8
"851","IN",1958,49.4,59.7,39.1,40.2
"852","IN",1959,52,62.6,41.3,41.2
"853","IN",1960,50,60.4,39.7,33.5
"854","IN",1961,50.8,61.2,40.4,42.6
"855","IN",1962,50.5,61.1,39.9,35.5
"856","IN",1963,49.6,61.5,37.8,29.1
"857","IN",1964,52,63.4,40.5,36.2
"858","IN",1965,51.6,62.1,41,39.9
"859","IN",1966,50.2,60.9,39.4,37.1
"860","IN",1967,50.3,60.7,39.9,38.8
"861","IN",1968,50.7,61,40.4,41.6
"862","IN",1969,50.1,60.3,39.9,40.8
"863","IN",1970,51,61.3,40.6,38.3
"864","IN",1971,51.6,62.1,41,37.1
"865","IN",2010,52.6,63.1,42.1,37.3
"866","IN",2011,53.1,62.8,43.3,55.2
"867","IN",2012,55.1,66.2,44.1,33.8
"868","IN",2013,51.2,61.1,41.3,45.1
"869","IN",2014,49.4,59.5,39.3,43.5
"870","IN",2015,52.3,62.5,42.1,47.5
"871","IN",2016,54.2,64.3,44.2,43.3
"872","IN",2017,54,64.2,43.8,45.5
"873","IN",2004,52.2,62.2,42.3,43.4
"874","IN",2005,52.8,63,42.7,40.8
"875","IN",2006,53.4,63.3,43.5,51
"876","IN",2007,53.3,63.8,42.8,41.7
"877","IN",2008,51,61.4,40.7,49.7
"878","IN",2009,51.3,61.1,41.4,46
"879","IN",2001,53.2,63.4,42.9,43.9
"880","IN",1998,55,64.8,45.1,44.8
"881","IN",1999,53.2,64.3,42.1,35
"882","IN",2000,51.6,61.9,41.2,43.4
"883","IN",2002,53.1,63.2,43,42.2
"884","IN",2003,51.1,61.2,41,46.4
"885","IA",1997,47.1,57.1,37.1,29.2
"886","IA",1991,48.6,58.8,38.4,37.7
"887","IA",1992,47.8,57.7,38,36.2
"888","IA",1993,45.7,54.8,36.5,47.8
"889","IA",1994,47.5,58.1,36.8,29.5
"890","IA",1995,47.3,57.1,37.4,32.2
"891","IA",1996,45.2,55.3,35,33.6
"892","IA",2010,48.2,58.4,38,44
"893","IA",1998,50.9,60.3,41.5,39.5
"894","IA",1999,49.7,60.3,39,32.2
"895","IA",2000,48.6,59.3,38,29.7
"896","IA",2001,49.1,59.3,38.8,34.5
"897","IA",2002,49.2,59.9,38.4,29.4
"898","IA",2003,47.9,58.9,36.9,28.6
"899","IA",2004,48.5,58.9,38.1,35.4
"900","IA",2005,49.6,60.1,39.1,29.8
"901","IA",2006,50.4,60.8,40,32.4
"902","IA",2007,48.9,59,38.7,42.4
"903","IA",2008,45.9,56.1,35.7,42.9
"904","IA",2009,46.7,56.9,36.5,39.1
"905","IA",1983,47.6,57.2,38.1,36.5
"906","IA",1984,47.8,58.1,37.5,36.9
"907","IA",1985,45.9,56.5,35.3,31.1
"908","IA",1986,48.6,58.5,38.7,39.9
"909","IA",1987,51.2,61.9,40.5,32.8
"910","IA",1988,48.7,60.8,36.6,21.4
"911","IA",1989,46.6,57.9,35.3,24.6
"912","IA",1990,49.5,60.1,38.8,38.9
"913","IA",1950,44.8,56.1,33.5,29
"914","IA",1951,44.3,54.4,34.2,41.9
"915","IA",1952,47.8,58.9,36.7,29.5
"916","IA",1953,49.1,60.5,37.7,25.7
"917","IA",1954,49.3,60.1,38.4,34.1
"918","IA",1955,47.9,59.6,36.2,22.9
"919","IA",1956,48.1,59.9,36.4,24.2
"920","IA",1957,47.5,57.9,37.2,31.5
"921","IA",1958,46.9,57.9,35.8,25.3
"922","IA",1959,46.9,57.3,36.5,38
"923","IA",1960,46.1,56.7,35.5,33.8
"924","IA",1961,46.7,57.3,36.1,37.2
"925","IA",1962,46.5,56.9,36,31
"926","IA",1963,47.7,58.8,36.6,27.1
"927","IA",1964,48.5,59.8,37.3,31.2
"928","IA",1965,46.7,57.3,36.2,40.2
"929","IA",1966,46.4,57.7,35,25.3
"930","IA",1967,46.6,57.8,35.5,30.1
"931","IA",1968,47.6,58.6,36.6,32.8
"932","IA",1969,46,56.3,35.8,34.7
"933","IA",2011,48.4,58.6,38.2,31.8
"934","IA",2012,52.1,63.6,40.5,25.6
"935","IA",2013,46.7,56.9,36.4,34.4
"936","IA",2014,45.5,55.7,35.2,38.6
"937","IA",2015,49.3,59.4,39.1,42.5
"938","IA",2016,50.7,60.6,40.8,38.1
"939","IA",2017,50,60.3,39.6,32.1
"940","IA",1977,48.4,59.2,37.5,36.5
"941","IA",1978,45.3,55.9,34.7,34.1
"942","IA",1979,45.1,55.7,34.6,34.3
"943","IA",1980,48,58.9,37.1,29
"944","IA",1981,49,60,38,31.9
"945","IA",1982,46.1,56.1,36.1,41.4
"946","IA",1973,48.7,58.4,39.1,42.9
"947","IA",1970,46.9,57.6,36.3,33.5
"948","IA",1971,47.4,58.2,36.7,29.5
"949","IA",1972,45.5,55.7,35.3,37
"950","IA",1974,47.6,58.2,37,31.9
"951","IA",1975,47.4,57.8,37,30
"952","IA",1976,47.4,59.4,35.3,23.6
"953","KS",1956,55.9,69.8,42.1,15.3
"954","KS",1964,54.9,68,41.7,24.6
"955","KS",1965,54.4,67.1,41.8,32.1
"956","KS",1966,53.4,66.6,40.3,17.5
"957","KS",1967,53.8,66.7,41,29.3
"958","KS",1968,53.5,66.2,40.8,26.9
"959","KS",1969,53.1,64.5,41.8,30.6
"960","KS",1957,53.6,65.1,42.1,33.8
"961","KS",1958,53.1,64.9,41.4,31.8
"962","KS",1959,53.6,66.1,41.1,28.7
"963","KS",1960,52.7,64.6,40.7,27.2
"964","KS",1961,52.7,64.9,40.4,34.7
"965","KS",1962,54.3,66.7,41.9,27.8
"966","KS",1963,55.8,69,42.6,20.9
"967","KS",1977,55.4,68,42.9,32.5
"968","KS",1978,52.7,65.2,40.2,23.8
"969","KS",1979,52.3,64.9,39.7,29.5
"970","KS",1980,55.1,68,42.2,21.5
"971","KS",1981,55.7,68.2,43.2,29.9
"972","KS",1982,53,65.4,40.7,28.5
"973","KS",1970,54,67,41,24.1
"974","KS",1971,53.8,66.3,41.4,28.1
"975","KS",1972,53.2,65.4,41,27.9
"976","KS",1973,54,65.5,42.5,40.2
"977","KS",1974,54.4,67,41.7,24.4
"978","KS",1975,53.7,66.2,41.2,26.1
"979","KS",1976,54.2,67.9,40.5,21
"980","KS",1950,53.2,66.6,39.8,26.4
"981","KS",1951,52,64.2,39.8,40.5
"982","KS",1952,54.8,68.1,41.5,18.5
"983","KS",1953,56.3,69.5,43.1,20.5
"984","KS",1954,57.2,70.8,43.7,19.5
"985","KS",1955,54.6,67.7,41.5,21.8
"986","KS",1995,53.9,66.4,41.5,29.6
"987","KS",1996,53.1,65.7,40.4,30.7
"988","KS",1997,53.7,65.6,41.8,30.2
"989","KS",1998,56.3,68,44.6,32.3
"990","KS",1999,56,68.6,43.4,30.2
"991","KS",2000,55.5,68.3,42.8,25.4
"992","KS",2001,55.9,68.4,43.4,27.7
"993","KS",2002,55.2,68,42.3,22.4
"994","KS",2003,55,67.6,42.3,25.1
"995","KS",2004,55.1,67.2,43,30.9
"996","KS",2005,55.9,68.2,43.5,29.6
"997","KS",2006,56.9,70.2,43.5,24.7
"998","KS",2007,55.1,66.9,43.3,33.2
"999","KS",2008,53.6,65.9,41.2,33.3
"1000","KS",2009,53.6,65.9,41.3,31.8
"1001","KS",2010,55.3,67.4,43.2,27.8
"1002","KS",2011,55.2,68.3,42.1,24.1
"1003","KS",2012,58.2,72,44.4,19.2
"1004","KS",2013,53.7,66.3,41.2,29
"1005","KS",2014,53.7,66.4,41,25.4
"1006","KS",2015,56.3,68.7,43.9,32.7
"1007","KS",2016,57.2,70,44.4,30.6
"1008","KS",2017,56.5,69.3,43.7,29
"1009","KS",1991,55.7,68.3,43.1,23.1
"1010","KS",1992,54.2,65.8,42.4,33.7
"1011","KS",1993,51.9,63.1,40.8,38.4
"1012","KS",1994,54.9,67.6,42.2,25
"1013","KS",1986,56.2,68.6,43.8,31.4
"1014","KS",1983,53.2,64.5,41.8,26.4
"1015","KS",1984,54,66.2,41.8,28.9
"1016","KS",1985,52.5,64.4,40.6,32.9
"1017","KS",1990,55.5,68.2,42.8,27.9
"1018","KS",1987,55.4,67.5,43.4,32.2
"1019","KS",1988,54.7,68,41.4,19.8
"1020","KS",1989,53.1,66.3,40,26.4
"1021","KY",1995,55.4,66.5,44.2,47.9
"1022","KY",1991,57.4,68,46.7,46
"1023","KY",1992,55.1,65.5,44.6,42.8
"1024","KY",1993,55,65.6,44.3,46.8
"1025","KY",1994,55.4,66.7,44.1,48.6
"1026","KY",1968,54,65.3,42.7,44.2
"1027","KY",1969,53.9,65,42.7,42.8
"1028","KY",1970,55,66.1,44,47.6
"1029","KY",1971,55.4,66.6,44.3,44.3
"1030","KY",1972,54.7,65.3,44.2,57
"1031","KY",1973,56.3,66.9,45.6,53.2
"1032","KY",1974,55.4,66.1,44.8,53
"1033","KY",1975,55.8,66.4,45.1,56.9
"1034","KY",1976,53.3,65.1,41.5,42.5
"1035","KY",1977,54.8,65.9,43.7,48.5
"1036","KY",1978,53.4,64.2,42.5,52.9
"1037","KY",1979,53.4,64,42.9,62.5
"1038","KY",1980,54.6,65.8,43.5,37.2
"1039","KY",1981,54.3,65.4,43.2,43.9
"1040","KY",1982,55.3,66.3,44.3,50.2
"1041","KY",1983,55,65.9,44.2,47.8
"1042","KY",1984,55.3,66.1,44.5,52.7
"1043","KY",1985,55,65.5,44.6,44.4
"1044","KY",1986,56.6,67.4,45.8,42.5
"1045","KY",1987,56.5,68,45,38.4
"1046","KY",1988,54.8,67,42.6,43.5
"1047","KY",1989,54.3,65.1,43.6,57.7
"1048","KY",1990,57.3,68.6,46.1,55.4
"1049","KY",1950,54.5,65.4,43.7,62.6
"1050","KY",1951,55,66.5,43.5,55
"1051","KY",1952,56.5,68.4,44.7,41.6
"1052","KY",1953,57.1,69.6,44.5,36.5
"1053","KY",1954,56.9,68.7,45.1,41.2
"1054","KY",1996,54.4,65.1,43.7,56.7
"1055","KY",1997,54.5,65.2,43.8,49
"1056","KY",1998,58.2,68.8,47.6,49.3
"1057","KY",1999,57.3,69.4,45.2,38
"1058","KY",2000,55.7,66.8,44.5,45.2
"1059","KY",2001,56.6,68,45.2,45.4
"1060","KY",2002,56.8,67.6,46.1,53.5
"1061","KY",2003,55.2,65.6,44.8,55.9
"1062","KY",2004,56.4,67,45.8,55.9
"1063","KY",2005,56.8,67.8,45.8,39.8
"1064","KY",2006,56.8,67.8,45.9,52.3
"1065","KY",2007,57.7,69.4,46,41.8
"1066","KY",2008,55.4,66.7,44,46.5
"1067","KY",2009,55.4,65.8,45,54.3
"1068","KY",2010,56,67.1,44.9,43.5
"1069","KY",2011,56.9,67.5,46.3,64.3
"1070","KY",2012,58.4,70,46.8,43.2
"1071","KY",2013,55,65.5,44.6,55.7
"1072","KY",2014,54.3,65.3,43.4,47.1
"1073","KY",2015,56.6,67.4,45.7,58.3
"1074","KY",2016,57.9,69,46.8,49.1
"1075","KY",2017,57.8,68.7,46.9,50.2
"1076","KY",1963,53.7,66,41.4,34.1
"1077","KY",1964,55.6,67.8,43.4,47.8
"1078","KY",1965,55.6,67.1,44.1,41.4
"1079","KY",1966,53.8,64.9,42.6,46.6
"1080","KY",1967,54.4,65.7,43.1,48.3
"1081","KY",1955,56,67.5,44.4,45.3
"1082","KY",1956,56.1,67.4,44.8,50.5
"1083","KY",1957,56.1,67.1,45.1,55.1
"1084","KY",1958,53,64.1,42,44
"1085","KY",1959,55.8,67.2,44.4,43.8
"1086","KY",1960,53.6,64.7,42.6,40.9
"1087","KY",1961,54.5,65.5,43.4,51.4
"1088","KY",1962,54.7,65.8,43.5,50.2
"1089","LA",1950,66.8,77.6,56.1,59.1
"1090","LA",1951,67,78.5,55.5,48.2
"1091","LA",1952,66.3,78,54.6,48.1
"1092","LA",1953,67.2,78.4,55.9,64
"1093","LA",1954,67.5,79.5,55.5,39.7
"1094","LA",1955,66.8,78,55.8,57
"1095","LA",1956,67,78.7,55.3,48.8
"1096","LA",1957,67.1,77.1,57,67
"1097","LA",1958,64.9,75.2,54.7,57.6
"1098","LA",1959,65.8,76.3,55.3,59.1
"1099","LA",1960,65.1,76,54.3,49.1
"1100","LA",1961,65.1,75.7,54.4,71.9
"1101","LA",1962,66.5,77.8,55.2,44.4
"1102","LA",1963,65.9,77.6,54.2,42.9
"1103","LA",1964,66.1,76.8,55.3,57
"1104","LA",1965,66.8,77.7,56,47.4
"1105","LA",1966,65.2,75.5,54.8,60.4
"1106","LA",1967,65.8,76.9,54.6,52.5
"1107","LA",1980,66,77.2,54.9,58.3
"1108","LA",1981,66,77.1,55,45.5
"1109","LA",1982,66.7,77.3,56.1,65.4
"1110","LA",1983,64.4,74.8,53.9,67.9
"1111","LA",1984,66.3,76.9,55.7,58.8
"1112","LA",1985,66.4,76.7,56,60.4
"1113","LA",1986,67.3,77.7,57,53
"1114","LA",1987,66,77.1,54.9,60.2
"1115","LA",1988,65.6,76.6,54.6,57.6
"1116","LA",1989,65.5,75.7,55.2,64
"1117","LA",1990,67.8,78.7,56.9,58.7
"1118","LA",1991,66.9,76.6,57.2,79.4
"1119","LA",1992,65.8,76,55.6,66.5
"1120","LA",1993,65.6,76,55.2,58.9
"1121","LA",1994,66.5,76.5,56.4,59
"1122","LA",1995,66.8,77.5,56.1,62.3
"1123","LA",1996,66.2,76.7,55.6,53
"1124","LA",1997,66,76.1,55.9,64.3
"1125","LA",1998,68.6,78.7,58.5,62.9
"1126","LA",1999,67.8,79.3,56.4,47.8
"1127","LA",2000,67.2,78.4,56.1,47.8
"1128","LA",2001,66.7,77.1,56.2,68.3
"1129","LA",2002,66.6,76.7,56.6,64.2
"1130","LA",2003,66.4,76.8,55.9,51.9
"1131","LA",2004,67.1,77.2,57.1,72.4
"1132","LA",2005,67.5,78.4,56.6,45.5
"1133","LA",2006,67.8,78.9,56.7,55.4
"1134","LA",2007,67.4,77.7,57,52.4
"1135","LA",1968,64.4,75.2,53.5,58
"1136","LA",1969,65.6,76.6,54.6,49.8
"1137","LA",1970,65.3,76,54.7,52
"1138","LA",1971,66.5,77.3,55.6,54
"1139","LA",1972,66.5,77.2,55.7,59.1
"1140","LA",1973,66.2,76.5,56,72.8
"1141","LA",1974,66.5,77,56,66.6
"1142","LA",1975,66.1,76.6,55.6,66.7
"1143","LA",1976,64.3,75.8,52.9,49.5
"1144","LA",1977,66,76.9,55.2,59.4
"1145","LA",1978,65.1,76,54.2,50.7
"1146","LA",1979,64.5,75.1,54,71.3
"1147","LA",2010,66.5,77.3,55.6,41.7
"1148","LA",2011,67.7,79,56.5,43
"1149","LA",2008,66.6,77.4,55.9,56.1
"1150","LA",2009,66.8,77,56.7,64
"1151","LA",2014,65.1,75.4,54.8,55.9
"1152","LA",2015,68.1,78.2,58,67.3
"1153","LA",2012,68.7,79.2,58.2,62.8
"1154","LA",2013,66.2,76.5,56,61.4
"1155","LA",2016,68.7,78.8,58.6,67
"1156","LA",2017,68.8,78.6,58.9,64
"1157","ME",1955,40.4,50.7,30.1,36.2
"1158","ME",1956,39.3,49.9,28.7,39.4
"1159","ME",1967,39.4,49.7,29.2,41.3
"1160","ME",1968,39.8,50.1,29.4,37.6
"1161","ME",1969,40.9,50.7,31.1,49.6
"1162","ME",1957,41.1,52,30.2,35.9
"1163","ME",1958,39.6,49.5,29.8,45.4
"1164","ME",1959,40.7,51.1,30.3,45.8
"1165","ME",1960,41.2,51.8,30.7,43.9
"1166","ME",1961,40.7,50.9,30.6,42.8
"1167","ME",1962,39,49.3,28.7,42.9
"1168","ME",1963,39.6,50.4,28.8,42.4
"1169","ME",1964,40.1,50.8,29.5,35.3
"1170","ME",1965,39.3,49.7,28.9,31.9
"1171","ME",1966,41.1,51.3,30.8,38
"1172","ME",1980,39.5,49.7,29.4,37.3
"1173","ME",1981,41.8,51.5,32,48.3
"1174","ME",1982,39.8,50.5,29.2,37.7
"1175","ME",1970,40.1,50.2,29.9,40.7
"1176","ME",1971,40,50.7,29.3,37.6
"1177","ME",1972,38.5,48.8,28.2,48.6
"1178","ME",1973,42.2,51.7,32.8,53.4
"1179","ME",1974,39.6,49.6,29.5,42.9
"1180","ME",1975,40.8,51.3,30.3,41.3
"1181","ME",1976,39.5,50,29.1,51
"1182","ME",1977,40.5,50.4,30.5,48.8
"1183","ME",1978,39.3,50.1,28.5,35.9
"1184","ME",1979,41.8,51.2,32.5,50.3
"1185","ME",1993,40,50.7,29.2,43.6
"1186","ME",1994,40.4,50.8,30.1,41.6
"1187","ME",1995,40.9,51.4,30.5,42.7
"1188","ME",1996,41,50.6,31.4,51.3
"1189","ME",1997,39.8,50,29.6,39.5
"1190","ME",1998,43.5,53.3,33.7,45.2
"1191","ME",1999,43.8,54.2,33.3,46.3
"1192","ME",2000,40.9,50.9,31,43.1
"1193","ME",2001,42.7,53.5,31.8,29.8
"1194","ME",2002,41.7,51.8,31.6,40.9
"1195","ME",2003,40.4,50.7,30.2,46
"1196","ME",2004,40.4,50.6,30.3,38.8
"1197","ME",2005,41.8,51.9,31.8,61.5
"1198","ME",2006,44,53.5,34.5,51.6
"1199","ME",2007,40.7,51.1,30.4,47.6
"1200","ME",2008,41.6,51.7,31.5,56
"1201","ME",2009,40.9,50.9,30.8,49.4
"1202","ME",2010,44.6,54,35.2,49.3
"1203","ME",2011,42.8,52.6,33,50
"1204","ME",2012,43.9,53.9,33.8,47.3
"1205","ME",2013,42,51.8,32.1,45.6
"1206","ME",2014,41.2,51.2,31.2,49.4
"1207","ME",2015,41.2,51.6,30.8,43.1
"1208","ME",2016,43.3,53.4,33,41.3
"1209","ME",2017,42.4,52.4,32.4,45.3
"1210","ME",1991,41.7,52.3,31.1,44.2
"1211","ME",1992,39.8,50,29.6,37.5
"1212","ME",1950,40.3,51.3,29.4,44.5
"1213","ME",1951,41.2,51.6,30.7,49.7
"1214","ME",1952,41.8,52.4,31.2,38.5
"1215","ME",1983,42.1,52,32.2,55.9
"1216","ME",1984,41.4,51.6,31.1,43.5
"1217","ME",1985,39.9,50.5,29.3,35.5
"1218","ME",1986,40.1,50.6,29.5,42.5
"1219","ME",1987,41.1,51.4,30.7,38
"1220","ME",1988,40.9,51.3,30.6,38.3
"1221","ME",1989,39.3,50,28.6,41.8
"1222","ME",1990,42.4,52.5,32.3,51.1
"1223","ME",1953,43.1,53.8,32.3,46.5
"1224","ME",1954,40.5,50.3,30.7,58.5
"1225","MD",1950,53.4,63.7,43.2,42.3
"1226","MD",1953,55.7,66.5,44.8,43.1
"1227","MD",1954,54.6,65.4,43.8,35.1
"1228","MD",1951,54.1,64.8,43.4,42.8
"1229","MD",1952,54.6,64.9,44.3,50.4
"1230","MD",2008,55.3,65.6,45,44.9
"1231","MD",2009,54.6,64.2,45,51.2
"1232","MD",2010,55.9,65.9,45.8,40.8
"1233","MD",2011,56.5,66.4,46.6,51.1
"1234","MD",2012,57.5,67.7,47.3,40.3
"1235","MD",2013,54.7,64.3,45.2,46
"1236","MD",2014,53.6,63.6,43.6,44.7
"1237","MD",2015,55.5,65.5,45.4,46.8
"1238","MD",2016,56.5,66.5,46.4,41.6
"1239","MD",2017,56.7,66.4,47,41.2
"1240","MD",1977,53.9,64.3,43.6,39.6
"1241","MD",1978,52.5,62.6,42.4,44.7
"1242","MD",1979,53.1,62.8,43.4,56.9
"1243","MD",1980,53.6,63.8,43.3,36.7
"1244","MD",1981,53.1,63.3,42.9,36.5
"1245","MD",1982,53.6,63.8,43.4,39.6
"1246","MD",1983,54.2,64.3,44.1,51.3
"1247","MD",1984,54.2,64,44.3,45.4
"1248","MD",1985,54.8,65,44.6,40.7
"1249","MD",1986,54.6,64.9,44.3,36.5
"1250","MD",1987,54.7,65.1,44.3,38.5
"1251","MD",1988,53.7,64.3,43,37.8
"1252","MD",1989,53.5,63.2,43.9,51.1
"1253","MD",1990,56.6,67.1,46.1,46.2
"1254","MD",1991,56.5,67.1,45.8,35.7
"1255","MD",1992,53.5,63.1,43.8,42.3
"1256","MD",1993,54.2,64.2,44.2,45.7
"1257","MD",1994,54.4,64.8,43.9,45.8
"1258","MD",1955,54.1,64.5,43.7,41.9
"1259","MD",1956,53.8,63.9,43.8,44.4
"1260","MD",1957,54.6,64.8,44.3,39.1
"1261","MD",1958,52,61.8,42.3,48.5
"1262","MD",1959,55.2,65.8,44.6,40.2
"1263","MD",1960,52.9,63.1,42.6,43.7
"1264","MD",1961,53.5,63.6,43.4,43
"1265","MD",1962,52.5,62.7,42.2,39.2
"1266","MD",1963,52.5,63.6,41.3,36.2
"1267","MD",1964,53.8,64.7,42.9,36.9
"1268","MD",1965,53.5,64.1,42.8,31.3
"1269","MD",1966,52.9,63.4,42.4,37.5
"1270","MD",1967,52.4,62.9,42,41.4
"1271","MD",1968,53.3,63.9,42.8,36.4
"1272","MD",1969,53,62.9,43.2,40.8
"1273","MD",1970,53.7,63.7,43.6,40.5
"1274","MD",1971,54,64,44.1,49.8
"1275","MD",1972,53.1,62.8,43.5,55.9
"1276","MD",1973,55.1,64.9,45.2,44.2
"1277","MD",1974,54.2,64.6,43.9,40.1
"1278","MD",1975,54.6,64.3,44.9,53.7
"1279","MD",1976,53.1,63.8,42.5,40.5
"1280","MD",2003,53.9,63.3,44.6,60.6
"1281","MD",2004,55.2,64.7,45.6,46.5
"1282","MD",2005,55.2,65.2,45.2,44
"1283","MD",2006,56.5,66.8,46.2,44.9
"1284","MD",2007,55.7,66,45.3,36
"1285","MD",1995,54.4,64.5,44.3,39.5
"1286","MD",1996,53.2,62.8,43.6,58.9
"1287","MD",1997,54.1,64.4,43.7,38.7
"1288","MD",1998,57,67.2,46.8,42.4
"1289","MD",1999,55.7,66.4,45,44.2
"1290","MD",2000,54.1,64.4,43.9,43.9
"1291","MD",2001,55.3,66,44.7,36
